country,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,first_trip_tz,cost_category
south_africa,1,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,30,0,0,3
united_states_of_america,1,None,0.0,1.0,Meetings_and_Conference,Mountain_Climbing,Friends_relatives,Independent,0,0,0,0,0,0,0,3,0,1,4
united_states_of_america,5,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,8,0,1,1
uganda,3,With_Other_Friends/Relatives,0.0,1.0,Other,Hunting_Tourism,Others,Independent,0,0,0,0,0,0,0,3,0,1,4
united_kingdom,4,With_Spouse_and_Children,4.0,4.0,Leisure_and_Holidays,Beach_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,14,0,0,5
australia,4,With_Children,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,10,4,1,2
zambia,3,Alone,0.0,1.0,Business,Conference_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,7,0,1,4
france,3,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,6,0,1,0
italy,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,0,0,0,1,0,0,0,7,1,0
rwanda,3,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,3,0,1,3
italy,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,1,0,3,10,0,0
united_states_of_america,0,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,15,0,1,3
united_kingdom,1,Alone,0.0,1.0,Leisure_and_Holidays,Conference_Tourism,Friends_relatives,Package_Tour,1,1,1,1,1,1,1,12,0,1,0
united_states_of_america,4,With_Other_Friends/Relatives,2.0,0.0,Visiting_Friends_and_Relatives,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,20,0,1,0
malaysia,4,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Package_Tour,1,1,1,1,0,1,0,7,0,1,1
zimbabwe,3,With_Other_Friends/Relatives,0.0,2.0,Business,Beach_Tourism,Radio_TV_Web,Independent,0,0,0,0,0,0,0,2,0,0,5
china,3,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,6,0,1,0
italy,5,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,6,0,1,5
united_states_of_america,3,Alone,1.0,0.0,Leisure_and_Holidays,Beach_Tourism,Inflight_magazines,Package_Tour,1,1,1,1,1,1,0,0,35,1,1
france,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,4,6,1,1
united_states_of_america,4,With_Spouse_and_Children,2.0,1.0,Visiting_Friends_and_Relatives,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,30,0,0,0
italy,4,Alone,1.0,0.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,0,0,0,7,1,5
germany,3,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,5,4,1,5
france,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,0,0,0,0,0,0,7,1,0
italy,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,0,0,0,1,5,10,1,1
uae,3,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,15,0,0,5
united_states_of_america,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,30,0,1,3
zambia,3,With_Spouse,1.0,1.0,Visiting_Friends_and_Relatives,Hunting_Tourism,Radio_TV_Web,Independent,0,0,0,0,0,0,0,7,0,0,4
netherlands,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Others,Package_Tour,1,1,1,1,0,0,0,8,0,0,1
italy,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,0,0,0,0,0,7,1,0
poland,3,Alone,0.0,1.0,Other,Hunting_Tourism,Others,Independent,0,0,0,0,0,0,0,3,0,1,4
united_states_of_america,5,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Package_Tour,1,1,1,1,1,1,1,6,0,1,2
belgium,5,With_Other_Friends/Relatives,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,0,1,1,0,7,0,1,0
austria,3,Alone,0.0,1.0,Business,Wildlife_Tourism,Others,Independent,0,0,0,0,0,0,0,4,0,1,5
united_states_of_america,3,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Radio_TV_Web,Package_Tour,0,1,1,1,1,1,0,3,0,1,5
ireland,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,4,6,1,0
south_africa,4,With_Other_Friends/Relatives,3.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,0,1,1,0,0,7,0,0
united_states_of_america,5,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,10,0,1,0
germany,1,With_Other_Friends/Relatives,2.0,0.0,Leisure_and_Holidays,Business,Friends_relatives,Package_Tour,0,1,1,0,0,1,0,35,0,1,1
united_kingdom,1,Alone,0.0,1.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,10,5,1,5
united_states_of_america,3,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,60,14,0,0
germany,4,With_Other_Friends/Relatives,1.0,0.0,Leisure_and_Holidays,Cultural_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,0,0,7,0,1,0
united_kingdom,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,7,6,1,1
kenya,1,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,2,0,0,4
united_kingdom,1,Alone,1.0,0.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,17,4,0,5
israel,5,With_Other_Friends/Relatives,2.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,8,0,1,0
united_states_of_america,5,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,7,0,1,1
swizerland,3,With_Other_Friends/Relatives,2.0,1.0,Leisure_and_Holidays,Beach_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,0,4,1,5
italy,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,0,1,0,7,1,0
south_africa,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,0,0,0,7,0,0
france,4,With_Spouse_and_Children,2.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,7,0,1,1
united_kingdom,4,With_Children,1.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,0,0,14,0,1,1
spain,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,3,6,1,5
sweden,3,With_Children,2.0,2.0,Visiting_Friends_and_Relatives,Hunting_Tourism,Others,Independent,0,0,0,0,0,0,0,44,0,0,3
united_states_of_america,4,With_Other_Friends/Relatives,2.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Package_Tour,0,1,1,1,0,1,0,10,4,1,1
uganda,4,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Diving_and_Sport_Fishing,Friends_relatives,Independent,0,0,0,0,0,0,0,1,0,0,5
zambia,4,None,1.0,0.0,Other,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,1,0,0,4
zambia,3,Alone,0.0,1.0,Business,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,4,0,0,5
qatar,4,With_Spouse_and_Children,1.0,2.0,Other,Hunting_Tourism,Others,Independent,0,0,0,0,0,0,0,1,2,0,5
china,1,Alone,1.0,0.0,Leisure_and_Holidays,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,40,2,1,5
belgium,4,With_Spouse_and_Children,1.0,2.0,Leisure_and_Holidays,Beach_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,0,12,1,5
zimbabwe,3,Alone,1.0,0.0,Leisure_and_Holidays,Beach_Tourism,Others,Independent,0,0,0,0,0,0,0,2,0,0,4
united_states_of_america,3,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,0,1,1,1,0,13,0,0,5
italy,4,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,9,0,1,0
germany,1,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,7,6,1,3
uganda,4,None,0.0,1.0,Business,Wildlife_Tourism,Others,Independent,0,0,0,0,0,0,0,14,0,0,4
united_states_of_america,4,With_Spouse_and_Children,2.0,3.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,11,0,1,2
australia,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,0,0,0,8,4,0,5
united_kingdom,3,Alone,1.0,0.0,Business,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,18,0,0,4
south_africa,5,None,0.0,1.0,Visiting_Friends_and_Relatives,Cultural_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,3,0,1,3
zambia,3,Alone,0.0,1.0,Leisure_and_Holidays,Beach_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,2,0,0,5
italy,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,0,0,0,7,1,0
korea,4,Alone,0.0,1.0,Meetings_and_Conference,Wildlife_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,3,0,1,5
zimbabwe,3,Alone,0.0,1.0,Business,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,3,0,1,4
swizerland,5,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,5,4,1,1
united_states_of_america,4,With_Other_Friends/Relatives,0.0,3.0,Leisure_and_Holidays,Wildlife_Tourism,Radio_TV_Web,Independent,1,1,1,1,1,1,0,12,2,1,1
spain,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,14,4,1,0
swizerland,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,0,1,1,1,10,0,0,1
italy,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,0,0,0,7,1,0
italy,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,0,1,0,7,1,0
south_africa,4,Alone,0.0,1.0,Business,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,0,0,0,5,0,1,5
belgium,3,With_Other_Friends/Relatives,2.0,0.0,Leisure_and_Holidays,Cultural_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,0,0,0,0,0,7,1,0
spain,4,With_Spouse_and_Children,4.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,7,0,1,1
united_states_of_america,5,With_Spouse,1.0,1.0,Leisure_and_Holidays,Cultural_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,0,0,1,0,12,0,0,1
france,4,With_Spouse_and_Children,1.0,2.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,9,5,1,1
denmark,1,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,1,44,0,5
zimbabwe,4,With_Spouse,1.0,1.0,Visiting_Friends_and_Relatives,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,4,0,1,3
belgium,5,With_Spouse,2.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,0,0,0,0,1,0,9,0,1,1
israel,1,With_Other_Friends/Relatives,1.0,0.0,Other,Conference_Tourism,Others,Package_Tour,1,1,1,1,1,0,0,5,0,1,1
united_states_of_america,3,Alone,1.0,0.0,Leisure_and_Holidays,Cultural_Tourism,Radio_TV_Web,Independent,0,0,0,0,0,0,0,15,3,1,0
canada,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,5,6,1,1
united_states_of_america,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Others,Package_Tour,0,1,1,1,1,1,0,14,0,1,1
japan,3,None,1.0,0.0,Scientific_and_Academic,Hunting_Tourism,Others,Independent,0,0,0,0,0,0,0,11,0,0,5
australia,3,With_Spouse_and_Children,2.0,2.0,Visiting_Friends_and_Relatives,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,2,1,1,5
united_states_of_america,4,With_Other_Friends/Relatives,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Package_Tour,0,1,0,1,1,0,0,10,3,1,1
germany,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,0,1,1,10,4,0,1
united_kingdom,3,With_Children,2.0,0.0,Business,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,4,0,0,5
south_africa,4,With_Other_Friends/Relatives,2.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Package_Tour,0,1,1,1,1,0,0,11,0,1,1
belgium,3,With_Other_Friends/Relatives,4.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,1,1,8,4,1,1
united_states_of_america,3,Alone,1.0,0.0,Visiting_Friends_and_Relatives,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,3,0,1,4
india,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Business,Friends_relatives,Independent,0,0,0,0,0,0,0,0,6,1,5
germany,1,With_Other_Friends/Relatives,1.0,1.0,Leisure_and_Holidays,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,5,0,1,3
france,3,With_Spouse_and_Children,2.0,2.0,Leisure_and_Holidays,Beach_Tourism,Newspaper_magazines_brochures,Package_Tour,1,1,1,0,0,0,1,12,0,1,1
france,1,With_Spouse_and_Children,1.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,0,1,1,1,1,0,8,0,1,0
ireland,4,Alone,0.0,1.0,Business,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,60,0,0,5
united_states_of_america,5,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,10,7,1,1
swizerland,3,Alone,0.0,1.0,Leisure_and_Holidays,Hunting_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,0,0,7,0,1,4
congo,3,Alone,0.0,1.0,Business,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,14,0,1,3
ireland,3,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,4,0,1,3
rwanda,3,With_Other_Friends/Relatives,2.0,1.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,4,0,0,4
france,3,None,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,4,4,1,4
italy,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,0,0,0,0,0,7,1,0
south_africa,3,With_Spouse,1.0,1.0,Business,Mountain_Climbing,Friends_relatives,Independent,0,0,0,0,0,0,0,8,4,0,5
italy,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,0,0,0,8,1,0
united_kingdom,4,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Hunting_Tourism,Friends_relatives,Package_Tour,1,1,1,0,1,1,0,23,0,0,0
united_kingdom,3,Alone,0.0,1.0,Leisure_and_Holidays,Conference_Tourism,Friends_relatives,Package_Tour,0,0,0,0,0,0,0,9,0,1,5
united_states_of_america,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Package_Tour,1,1,1,1,1,1,0,5,2,1,1
united_kingdom,1,Alone,1.0,0.0,Volunteering,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,25,0,1,5
burundi,1,Alone,1.0,0.0,Business,Hunting_Tourism,Others,Independent,0,0,0,0,0,0,0,2,0,1,4
uganda,3,Alone,0.0,1.0,Business,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,4,0,1,3
japan,4,Alone,0.0,1.0,Volunteering,Hunting_Tourism,Friends_relatives,Package_Tour,1,0,0,0,0,0,0,45,0,0,0
australia,1,Alone,1.0,0.0,Leisure_and_Holidays,Conference_Tourism,Radio_TV_Web,Independent,0,0,0,0,0,0,0,50,6,1,0
south_africa,3,Alone,1.0,0.0,Leisure_and_Holidays,Business,Friends_relatives,Independent,0,0,0,0,0,0,0,26,0,0,4
kenya,4,Alone,0.0,1.0,Meetings_and_Conference,Conference_Tourism,Others,Independent,0,0,0,0,0,0,0,6,0,1,3
swizerland,3,With_Other_Friends/Relatives,2.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,1,0,8,3,1,1
united_states_of_america,3,With_Other_Friends/Relatives,2.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,8,6,1,0
china,3,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,21,0,1,3
india,4,Alone,0.0,1.0,Business,Hunting_Tourism,Radio_TV_Web,Independent,0,0,0,0,0,0,0,4,0,1,5
france,4,Alone,0.0,1.0,Leisure_and_Holidays,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,3,0,0,3
burundi,3,With_Other_Friends/Relatives,0.0,2.0,Visiting_Friends_and_Relatives,Cultural_Tourism,Radio_TV_Web,Independent,0,0,0,0,0,0,0,7,0,0,4
france,3,None,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,7,3,1,0
india,3,Alone,0.0,1.0,Business,Wildlife_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,10,0,0,4
italy,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,0,0,0,0,0,0,0,6,1,0
kenya,3,None,0.0,1.0,Other,Hunting_Tourism,Others,Independent,0,0,0,0,0,0,0,6,0,1,4
zimbabwe,3,With_Spouse_and_Children,2.0,3.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,0,0,1,0,9,0,0,1
zimbabwe,4,Alone,0.0,1.0,Business,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,3,0,0,4
kenya,4,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,4,0,0,4
kenya,3,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Mountain_Climbing,Friends_relatives,Independent,0,0,0,0,0,0,0,2,0,0,5
netherlands,1,With_Other_Friends/Relatives,1.0,1.0,Leisure_and_Holidays,Cultural_Tourism,Others,Independent,0,0,0,0,0,0,0,20,7,1,1
australia,3,Alone,0.0,1.0,Leisure_and_Holidays,Conference_Tourism,Others,Package_Tour,1,1,1,1,1,1,0,3,0,1,1
germany,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,7,0,1,1
kenya,3,With_Spouse_and_Children,3.0,2.0,Leisure_and_Holidays,Conference_Tourism,Others,Independent,0,0,0,0,0,0,0,8,0,0,5
south_africa,3,Alone,1.0,0.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,0,16,0,5
united_states_of_america,4,With_Children,1.0,1.0,Leisure_and_Holidays,Conference_Tourism,Friends_relatives,Package_Tour,0,1,1,1,1,1,0,14,0,0,1
united_states_of_america,3,With_Spouse_and_Children,1.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,0,1,1,0,6,0,1,0
united_kingdom,1,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,3,0,1,3
united_states_of_america,4,None,0.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,0,1,1,0,5,0,1,3
india,3,None,0.0,1.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,3,3,1,4
uae,1,None,1.0,0.0,Leisure_and_Holidays,Cultural_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,0,1,0,4,4,1,1
rwanda,3,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,1,0,1,4
sweden,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,15,0,0,5
india,3,With_Other_Friends/Relatives,1.0,1.0,Meetings_and_Conference,Wildlife_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,5,2,1,0
finland,3,Alone,1.0,0.0,Leisure_and_Holidays,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,10,0,0,5
kenya,4,With_Children,0.0,3.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,3,0,0,5
united_kingdom,3,Alone,1.0,0.0,Business,Hunting_Tourism,Others,Independent,0,0,0,0,0,0,0,3,0,0,5
netherlands,3,Alone,0.0,1.0,Leisure_and_Holidays,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,60,0,0,4
india,3,With_Other_Friends/Relatives,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,10,4,1,0
france,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,6,5,1,1
united_states_of_america,3,Alone,1.0,0.0,Scientific_and_Academic,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,20,0,1,5
zambia,3,Alone,0.0,1.0,Business,Wildlife_Tourism,Others,Independent,0,0,0,0,0,0,0,2,0,0,4
canada,4,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,14,0,1,1
united_states_of_america,3,With_Other_Friends/Relatives,5.0,5.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,0,1,1,0,5,0,1,2
italy,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,0,1,0,1,0,9,1,0
united_kingdom,1,Alone,0.0,1.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,12,0,1,0
netherlands,1,With_Other_Friends/Relatives,1.0,2.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,30,0,0,0
south_africa,3,Alone,1.0,0.0,Business,Hunting_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,42,0,1,5
kenya,4,With_Spouse_and_Children,1.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,2,0,1,3
united_states_of_america,5,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,15,0,1,1
canada,4,Alone,0.0,1.0,Meetings_and_Conference,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,3,0,0,3
france,3,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Package_Tour,0,1,1,1,1,1,0,15,0,1,0
united_states_of_america,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Package_Tour,0,1,1,0,1,1,0,11,0,1,0
denmark,1,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Others,Independent,0,0,0,0,0,0,0,0,7,1,5
brazil,3,Alone,0.0,1.0,Business,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,35,0,1,5
